Auction Date,Property Address,Final Judgment,Assessed Value,Plaintiff Max Bid,Case #,Parcel ID,Case Link,Parcel Link
08/12/2026 11:00 AM,"5542 DELONA RD MILTON, FL- 32583","$137,385.61","$121,112.00",Hidden,572025CA000227CAAXMX,19-1N-28-0000-00169-0000,https://santarosa.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=572025CA000227CAAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/19-1N-28-0000-00169-0000
08/13/2026 11:00 AM,"8094 MAJESTIC CYPRESS DR MILTON, FL- 32583","$389,282.61","$266,008.00",Hidden,572025CA000356CAAXMX,07-1N-27-3253-00K00-0200,https://santarosa.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=572025CA000356CAAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/07-1N-27-3253-00K00-0200
08/25/2026 11:00 AM,"4268 WOODVILLE RD MILTON, FL- 32583","$178,390.58","$83,616.00",Hidden,572025CA000406CAAXMX,15-1N-28-5120-00200-0012,https://santarosa.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=572025CA000406CAAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/15-1N-28-5120-00200-0012
08/25/2026 11:00 AM,"1474 OAKHILL RD GULF BREEZE, FL- 32563","$396,788.41","$262,033.00",Hidden,572025CA000551CAAXMX,28-2S-28-0000-01001-0000,https://santarosa.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=572025CA000551CAAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/28-2S-28-0000-01001-0000
08/26/2026 11:00 AM,"4798 PATRIOT DR PACE, FL- 32571","$178,680.55","$160,675.00",Hidden,572025CA000469CAAXMX,26-1N-29-0000-00189-0000,https://santarosa.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=572025CA000469CAAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/26-1N-29-0000-00189-0000
08/26/2026 11:00 AM,"6813 DECEPTION RD MILTON, FL- 32583","$105,118.38","$73,343.00",Hidden,572025CA000881CAAXMX,16-2N-26-0000-00121-0000,https://santarosa.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=572025CA000881CAAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/16-2N-26-0000-00121-0000
08/27/2026 11:00 AM,"2238 DYKESTOWN RD JAY, FL- 32565","$63,155.25","$21,749.00",Hidden,572025CA000629CAAXMX,26-5N-30-0000-00137-0000,https://santarosa.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=572025CA000629CAAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/26-5N-30-0000-00137-0000
08/27/2026 11:00 AM,"4343 CHANTILLY WAY MILTON, FL- 32583","$175,893.87","$118,330.00",Hidden,572026CA000096CAAXMX,18-1N-28-0585-00D00-0640,https://santarosa.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=572026CA000096CAAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/18-1N-28-0585-00D00-0640
09/01/2026 11:00 AM,"6935 CEDAR RIDGE CIR MILTON, FL- 32570","$181,325.68","$141,588.00",Hidden,572025CA000619CAAXMX,27-2N-28-0550-00A00-0220,https://santarosa.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=572025CA000619CAAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/27-2N-28-0550-00A00-0220
09/01/2026 11:00 AM,"4359 WINNERS GAIT CIR PACE, FL- 32571","$226,428.15","$225,002.00",Hidden,572025CA000824CAAXMX,34-2N-29-5781-00B00-0100,https://santarosa.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=572025CA000824CAAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/34-2N-29-5781-00B00-0100
09/02/2026 11:00 AM,"4240 CASTILLE AVE PACE, FL- 32571","$295,368.89","$177,771.00",Hidden,572025CA000343CAAXMX,13-1N-29-4924-00C00-0091,https://santarosa.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=572025CA000343CAAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/13-1N-29-4924-00C00-0091
09/02/2026 11:00 AM,"5351 WALKER RD MILTON, FL- 32570","$163,143.30","$150,633.00",Hidden,572025CA000513CAAXMX,05-1N-28-0000-00910-0000,https://santarosa.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=572025CA000513CAAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/05-1N-28-0000-00910-0000
09/02/2026 11:00 AM,"4880 ANDREA LN PACE, FL- 32571","$78,399.50","$88,518.00",Hidden,572025CA000772CAAXMX,14-1N-29-0000-05000-0000,https://santarosa.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=572025CA000772CAAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/14-1N-29-0000-05000-0000
09/03/2026 11:00 AM,"5998 RIDGEVIEW DR MILTON, FL- 32570","$363,662.58","$263,137.00",Hidden,572025CA000489CAAXMX,32-2N-28-2864-00A00-0340,https://santarosa.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=572025CA000489CAAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/32-2N-28-2864-00A00-0340
09/03/2026 11:00 AM,"2675 LINCOLN RD NAVARRE, FL- 32566","$237,663.42","$126,358.00",Hidden,572025CA000604CAAXMX,09-2S-26-5515-00400-0010,https://santarosa.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=572025CA000604CAAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/09-2S-26-5515-00400-0010
09/03/2026 11:00 AM,"3102 HOLLEY POINT RD NAVARRE, FL- 32566","$186,120.03","$167,228.00",Hidden,572026CA000134CAAXMX,01-2S-27-5710-00400-0032,https://santarosa.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=572026CA000134CAAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/01-2S-27-5710-00400-0032
09/23/2026 11:00 AM,,"$205,852.26",,Hidden,572024CA000637CAAXMX,Property,https://santarosa.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=572024CA000637CAAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/Property
09/23/2026 11:00 AM,,"$150,134.10",,Hidden,572025CA000086CAAXMX,Property,https://santarosa.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=572025CA000086CAAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/Property
09/23/2026 11:00 AM,,"$47,556.23",,Hidden,572025CA000645CAAXMX,Property,https://santarosa.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=572025CA000645CAAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/Property
